shipping_id,order_id,carrier,shipping_method,warehouse_location,ship_date,delivery_date,shipping_cost,delivery_status
8003508,70018508,FedEx,Standard,Vancouver-BC,2027-03-31,2027-04-08,11.99,Delivered
8003509,70018509,Purolator,Express,Toronto-ON,2027-04-04,2027-04-06,19.99,Delivered
8003510,70018510,DHL,Standard,Chicago-IL,2027-04-01,2027-04-10,12.99,Delivered
8003511,70018511,Canada Post,Standard,Edmonton-AB,2027-04-05,2027-04-12,9.99,Delivered
8003512,70018512,UPS,Expedited,Calgary-AB,2027-04-06,2027-04-09,14.99,Delivered
8003513,70018513,FedEx,Standard,Vancouver-BC,2027-04-03,2027-04-11,11.99,Delivered
8003514,70018514,Purolator,Express,Toronto-ON,2027-04-07,2027-04-09,19.99,Delivered
8003515,70018515,DHL,Standard,Chicago-IL,2027-04-04,2027-04-13,12.99,Delivered
8003516,70018516,Canada Post,Standard,Edmonton-AB,2027-04-08,2027-04-15,9.99,Delivered
8003517,70018517,UPS,Expedited,Calgary-AB,2027-04-09,2027-04-12,14.99,Delivered
8003518,70018518,FedEx,Standard,Vancouver-BC,2027-04-06,2027-04-14,11.99,Delivered
8003519,70018519,Purolator,Express,Toronto-ON,2027-04-10,2027-04-12,19.99,Delivered
8003520,70018520,DHL,Standard,Chicago-IL,2027-04-07,2027-04-16,12.99,Delivered
8003521,70018521,Canada Post,Standard,Edmonton-AB,2027-04-11,2027-04-18,9.99,Delivered
8003522,70018522,UPS,Expedited,Calgary-AB,2027-04-12,2027-04-15,14.99,Delivered
8003523,70018523,FedEx,Standard,Vancouver-BC,2027-04-09,2027-04-17,11.99,Delivered
8003524,70018524,Purolator,Express,Toronto-ON,2027-04-13,2027-04-15,19.99,Delivered
8003525,70018525,DHL,Standard,Chicago-IL,2027-04-10,2027-04-19,12.99,Delivered
8003526,70018526,Canada Post,Standard,Edmonton-AB,2027-04-14,2027-04-21,9.99,Delivered
8003527,70018527,UPS,Expedited,Calgary-AB,2027-04-15,2027-04-18,14.99,Delivered
8003528,70018528,FedEx,Standard,Vancouver-BC,2027-04-12,2027-04-20,11.99,Delivered
8003529,70018529,Purolator,Express,Toronto-ON,2027-04-16,2027-04-18,19.99,Delivered
8003530,70018530,DHL,Standard,Chicago-IL,2027-04-13,2027-04-22,12.99,Delivered
8003531,70018531,Canada Post,Standard,Edmonton-AB,2027-04-17,2027-04-24,9.99,Delivered
8003532,70018532,UPS,Expedited,Calgary-AB,2027-04-18,2027-04-21,14.99,Delivered
8003533,70018533,FedEx,Standard,Vancouver-BC,2027-04-15,2027-04-23,11.99,Delivered
8003534,70018534,Purolator,Express,Toronto-ON,2027-04-19,2027-04-21,19.99,Delivered
8003535,70018535,DHL,Standard,Chicago-IL,2027-04-16,2027-04-25,12.99,Delivered
8003536,70018536,Canada Post,Standard,Edmonton-AB,2027-04-20,2027-04-27,9.99,Delivered
8003537,70018537,UPS,Expedited,Calgary-AB,2027-04-21,2027-04-24,14.99,Delivered
8003538,70018538,FedEx,Standard,Vancouver-BC,2027-04-18,2027-04-26,11.99,Delivered
8003539,70018539,Purolator,Express,Toronto-ON,2027-04-22,2027-04-24,19.99,Delivered
8003540,70018540,DHL,Standard,Chicago-IL,2027-04-19,2027-04-28,12.99,Delivered
8003541,70018541,Canada Post,Standard,Edmonton-AB,2027-04-23,2027-04-30,9.99,Delivered
8003542,70018542,UPS,Expedited,Calgary-AB,2027-04-24,2027-04-27,14.99,Delivered
8003543,70018543,FedEx,Standard,Vancouver-BC,2027-04-21,2027-04-29,11.99,Delivered
8003544,70018544,Purolator,Express,Toronto-ON,2027-04-25,2027-04-27,19.99,Delivered
8003545,70018545,DHL,Standard,Chicago-IL,2027-04-22,2027-05-01,12.99,Delivered
8003546,70018546,Canada Post,Standard,Edmonton-AB,2027-04-26,2027-05-03,9.99,Delivered
8003547,70018547,UPS,Expedited,Calgary-AB,2027-04-27,2027-04-30,14.99,Delivered
8003548,70018548,FedEx,Standard,Vancouver-BC,2027-04-24,2027-05-02,11.99,Delivered
8003549,70018549,Purolator,Express,Toronto-ON,2027-04-28,2027-04-30,19.99,Delivered
8003550,70018550,DHL,Standard,Chicago-IL,2027-04-25,2027-05-04,12.99,Delivered
8003551,70018551,Canada Post,Standard,Edmonton-AB,2027-04-27,2027-05-04,9.99,Delivered
8003552,70018552,UPS,Expedited,Calgary-AB,2027-04-28,2027-05-01,14.99,Delivered
8003553,70018553,FedEx,Standard,Vancouver-BC,2027-04-25,2027-05-03,11.99,Delivered
8003554,70018554,Purolator,Express,Toronto-ON,2027-04-29,2027-05-01,19.99,Delivered
8003555,70018555,DHL,Standard,Chicago-IL,2027-04-26,2027-05-05,12.99,Delivered
8003556,70018556,Canada Post,Standard,Edmonton-AB,2027-04-30,2027-05-07,9.99,Delivered
8003557,70018557,UPS,Expedited,Calgary-AB,2027-05-01,2027-05-04,14.99,Delivered
8003558,70018558,FedEx,Standard,Vancouver-BC,2027-04-28,2027-05-06,11.99,Delivered
8003559,70018559,Purolator,Express,Toronto-ON,2027-05-02,2027-05-04,19.99,Delivered
8003560,70018560,DHL,Standard,Chicago-IL,2027-04-29,2027-05-08,12.99,Delivered
8003561,70018561,Canada Post,Standard,Edmonton-AB,2027-05-03,2027-05-10,9.99,Delivered
8003562,70018562,UPS,Expedited,Calgary-AB,2027-05-04,2027-05-07,14.99,Delivered
8003563,70018563,FedEx,Standard,Vancouver-BC,2027-05-01,2027-05-09,11.99,Delivered
8003564,70018564,Purolator,Express,Toronto-ON,2027-05-05,2027-05-07,19.99,Delivered
8003565,70018565,DHL,Standard,Chicago-IL,2027-05-02,2027-05-11,12.99,Delivered
8003566,70018566,Canada Post,Standard,Edmonton-AB,2027-05-06,2027-05-13,9.99,Delivered
8003567,70018567,UPS,Expedited,Calgary-AB,2027-05-07,2027-05-10,14.99,Delivered
8003568,70018568,FedEx,Standard,Vancouver-BC,2027-05-04,2027-05-12,11.99,Delivered
8003569,70018569,Purolator,Express,Toronto-ON,2027-05-08,2027-05-10,19.99,Delivered
8003570,70018570,DHL,Standard,Chicago-IL,2027-05-05,2027-05-14,12.99,Delivered
8003571,70018571,Canada Post,Standard,Edmonton-AB,2027-05-09,2027-05-16,9.99,Delivered
8003572,70018572,UPS,Expedited,Calgary-AB,2027-05-10,2027-05-13,14.99,Delivered
8003573,70018573,FedEx,Standard,Vancouver-BC,2027-05-07,2027-05-15,11.99,Delivered
8003574,70018574,Purolator,Express,Toronto-ON,2027-05-11,2027-05-13,19.99,Delivered
8003575,70018575,DHL,Standard,Chicago-IL,2027-05-08,2027-05-17,12.99,Delivered
8003576,70018576,Canada Post,Standard,Edmonton-AB,2027-05-12,2027-05-19,9.99,Delivered
8003577,70018577,UPS,Expedited,Calgary-AB,2027-05-13,2027-05-16,14.99,Delivered
8003578,70018578,FedEx,Standard,Vancouver-BC,2027-05-10,2027-05-18,11.99,Delivered
8003579,70018579,Purolator,Express,Toronto-ON,2027-05-14,2027-05-16,19.99,Delivered
8003580,70018580,DHL,Standard,Chicago-IL,2027-05-11,2027-05-20,12.99,Delivered
8003581,70018581,Canada Post,Standard,Edmonton-AB,2027-05-15,2027-05-22,9.99,Delivered
8003582,70018582,UPS,Expedited,Calgary-AB,2027-05-16,2027-05-19,14.99,Delivered
8003583,70018583,FedEx,Standard,Vancouver-BC,2027-05-13,2027-05-21,11.99,Delivered
8003584,70018584,Purolator,Express,Toronto-ON,2027-05-17,2027-05-19,19.99,Delivered
8003585,70018585,DHL,Standard,Chicago-IL,2027-05-14,2027-05-23,12.99,Delivered
8003586,70018586,Canada Post,Standard,Edmonton-AB,2027-05-18,2027-05-25,9.99,Delivered
8003587,70018587,UPS,Expedited,Calgary-AB,2027-05-19,2027-05-22,14.99,Delivered
8003588,70018588,FedEx,Standard,Vancouver-BC,2027-05-16,2027-05-24,11.99,Delivered
8003589,70018589,Purolator,Express,Toronto-ON,2027-05-20,2027-05-22,19.99,Delivered
8003590,70018590,DHL,Standard,Chicago-IL,2027-05-17,2027-05-26,12.99,Delivered
8003591,70018591,Canada Post,Standard,Edmonton-AB,2027-05-21,2027-05-28,9.99,Delivered
8003592,70018592,UPS,Expedited,Calgary-AB,2027-05-22,2027-05-25,14.99,Delivered
8003593,70018593,FedEx,Standard,Vancouver-BC,2027-05-19,2027-05-27,11.99,Delivered
8003594,70018594,Purolator,Express,Toronto-ON,2027-05-23,2027-05-25,19.99,Delivered
8003595,70018595,DHL,Standard,Chicago-IL,2027-05-20,2027-05-29,12.99,Delivered
8003596,70018596,Canada Post,Standard,Edmonton-AB,2027-05-24,2027-05-31,9.99,Delivered
8003597,70018597,UPS,Expedited,Calgary-AB,2027-05-25,2027-05-28,14.99,Delivered
8003598,70018598,FedEx,Standard,Vancouver-BC,2027-05-22,2027-05-30,11.99,Delivered
8003599,70018599,Purolator,Express,Toronto-ON,2027-05-26,2027-05-28,19.99,Delivered
8003600,70018600,DHL,Standard,Chicago-IL,2027-05-23,2027-06-01,12.99,Delivered
8003601,70018601,Canada Post,Standard,Edmonton-AB,2027-05-26,2027-06-02,9.99,Delivered
8003602,70018602,UPS,Expedited,Calgary-AB,2027-05-27,2027-05-30,14.99,Delivered
8003603,70018603,FedEx,Standard,Vancouver-BC,2027-05-24,2027-06-01,11.99,Delivered
8003604,70018604,Purolator,Express,Toronto-ON,2027-05-28,2027-05-30,19.99,Delivered
8003605,70018605,DHL,Standard,Chicago-IL,2027-05-25,2027-06-03,12.99,Delivered
8003606,70018606,Canada Post,Standard,Edmonton-AB,2027-05-29,2027-06-05,9.99,Delivered
8003607,70018607,UPS,Expedited,Calgary-AB,2027-05-30,2027-06-02,14.99,Delivered
8003608,70018608,FedEx,Standard,Vancouver-BC,2027-05-27,2027-06-04,11.99,Delivered
8003609,70018609,Purolator,Express,Toronto-ON,2027-05-31,2027-06-02,19.99,Delivered
8003610,70018610,DHL,Standard,Chicago-IL,2027-05-28,2027-06-06,12.99,Delivered
8003611,70018611,Canada Post,Standard,Edmonton-AB,2027-06-01,2027-06-08,9.99,Delivered
8003612,70018612,UPS,Expedited,Calgary-AB,2027-06-02,2027-06-05,14.99,Delivered
8003613,70018613,FedEx,Standard,Vancouver-BC,2027-05-30,2027-06-07,11.99,Delivered
8003614,70018614,Purolator,Express,Toronto-ON,2027-06-03,2027-06-05,19.99,Delivered
8003615,70018615,DHL,Standard,Chicago-IL,2027-05-31,2027-06-09,12.99,Delivered
8003616,70018616,Canada Post,Standard,Edmonton-AB,2027-06-04,2027-06-11,9.99,Delivered
8003617,70018617,UPS,Expedited,Calgary-AB,2027-06-05,2027-06-08,14.99,Delivered
8003618,70018618,FedEx,Standard,Vancouver-BC,2027-06-02,2027-06-10,11.99,Delivered
8003619,70018619,Purolator,Express,Toronto-ON,2027-06-06,2027-06-08,19.99,Delivered
8003620,70018620,DHL,Standard,Chicago-IL,2027-06-03,2027-06-12,12.99,Delivered
8003621,70018621,Canada Post,Standard,Edmonton-AB,2027-06-07,2027-06-14,9.99,Delivered
8003622,70018622,UPS,Expedited,Calgary-AB,2027-06-08,2027-06-11,14.99,Delivered
8003623,70018623,FedEx,Standard,Vancouver-BC,2027-06-05,2027-06-13,11.99,Delivered
8003624,70018624,Purolator,Express,Toronto-ON,2027-06-09,2027-06-11,19.99,Delivered
8003625,70018625,DHL,Standard,Chicago-IL,2027-06-06,2027-06-15,12.99,Delivered
8003626,70018626,Canada Post,Standard,Edmonton-AB,2027-06-10,2027-06-17,9.99,Delivered
8003627,70018627,UPS,Expedited,Calgary-AB,2027-06-11,2027-06-14,14.99,Delivered
8003628,70018628,FedEx,Standard,Vancouver-BC,2027-06-08,2027-06-16,11.99,Delivered
8003629,70018629,Purolator,Express,Toronto-ON,2027-06-12,2027-06-14,19.99,Delivered
8003630,70018630,DHL,Standard,Chicago-IL,2027-06-09,2027-06-18,12.99,Delivered
8003631,70018631,Canada Post,Standard,Edmonton-AB,2027-06-13,2027-06-20,9.99,Delivered
8003632,70018632,UPS,Expedited,Calgary-AB,2027-06-14,2027-06-17,14.99,Delivered
8003633,70018633,FedEx,Standard,Vancouver-BC,2027-06-11,2027-06-19,11.99,Delivered
8003634,70018634,Purolator,Express,Toronto-ON,2027-06-15,2027-06-17,19.99,Delivered
8003635,70018635,DHL,Standard,Chicago-IL,2027-06-12,2027-06-21,12.99,Delivered
8003636,70018636,Canada Post,Standard,Edmonton-AB,2027-06-16,2027-06-23,9.99,Delivered
8003637,70018637,UPS,Expedited,Calgary-AB,2027-06-17,2027-06-20,14.99,Delivered
8003638,70018638,FedEx,Standard,Vancouver-BC,2027-06-14,2027-06-22,11.99,Delivered
8003639,70018639,Purolator,Express,Toronto-ON,2027-06-18,2027-06-20,19.99,Delivered
8003640,70018640,DHL,Standard,Chicago-IL,2027-06-15,2027-06-24,12.99,Delivered
8003641,70018641,Canada Post,Standard,Edmonton-AB,2027-06-19,2027-06-26,9.99,Delivered
8003642,70018642,UPS,Expedited,Calgary-AB,2027-06-20,2027-06-23,14.99,Delivered
8003643,70018643,FedEx,Standard,Vancouver-BC,2027-06-17,2027-06-25,11.99,Delivered
8003644,70018644,Purolator,Express,Toronto-ON,2027-06-21,2027-06-23,19.99,Delivered
8003645,70018645,DHL,Standard,Chicago-IL,2027-06-18,2027-06-27,12.99,Delivered
8003646,70018646,Canada Post,Standard,Edmonton-AB,2027-06-22,2027-06-29,9.99,Delivered
8003647,70018647,UPS,Expedited,Calgary-AB,2027-06-23,2027-06-26,14.99,Delivered
8003648,70018648,FedEx,Standard,Vancouver-BC,2027-06-20,2027-06-28,11.99,Delivered
8003649,70018649,Purolator,Express,Toronto-ON,2027-06-24,2027-06-26,19.99,Delivered
8003650,70018650,DHL,Standard,Chicago-IL,2027-06-21,2027-06-30,12.99,Delivered
8003651,70018651,Canada Post,Standard,Edmonton-AB,2027-06-23,2027-06-30,9.99,Delivered
8003652,70018652,UPS,Expedited,Calgary-AB,2027-06-24,2027-06-27,14.99,Delivered
8003653,70018653,FedEx,Standard,Vancouver-BC,2027-06-21,2027-06-29,11.99,Delivered
8003654,70018654,Purolator,Express,Toronto-ON,2027-06-25,2027-06-27,19.99,Delivered
8003655,70018655,DHL,Standard,Chicago-IL,2027-06-22,2027-07-01,12.99,Delivered
8003656,70018656,Canada Post,Standard,Edmonton-AB,2027-06-26,2027-07-03,9.99,Delivered
8003657,70018657,UPS,Expedited,Calgary-AB,2027-06-27,2027-06-30,14.99,Delivered
8003658,70018658,FedEx,Standard,Vancouver-BC,2027-06-24,2027-07-02,11.99,Delivered
8003659,70018659,Purolator,Express,Toronto-ON,2027-06-28,2027-06-30,19.99,Delivered
8003660,70018660,DHL,Standard,Chicago-IL,2027-06-25,2027-07-04,12.99,Delivered
8003661,70018661,Canada Post,Standard,Edmonton-AB,2027-06-29,2027-07-06,9.99,Delivered
8003662,70018662,UPS,Expedited,Calgary-AB,2027-06-30,2027-07-03,14.99,Delivered
8003663,70018663,FedEx,Standard,Vancouver-BC,2027-06-27,2027-07-05,11.99,Delivered
8003664,70018664,Purolator,Express,Toronto-ON,2027-07-01,2027-07-03,19.99,Delivered
8003665,70018665,DHL,Standard,Chicago-IL,2027-06-28,2027-07-07,12.99,Delivered
8003666,70018666,Canada Post,Standard,Edmonton-AB,2027-07-02,2027-07-09,9.99,Delivered
8003667,70018667,UPS,Expedited,Calgary-AB,2027-07-03,2027-07-06,14.99,Delivered
8003668,70018668,FedEx,Standard,Vancouver-BC,2027-06-30,2027-07-08,11.99,Delivered
8003669,70018669,Purolator,Express,Toronto-ON,2027-07-04,2027-07-06,19.99,Delivered
8003670,70018670,DHL,Standard,Chicago-IL,2027-07-01,2027-07-10,12.99,Delivered
8003671,70018671,Canada Post,Standard,Edmonton-AB,2027-07-05,2027-07-12,9.99,Delivered
8003672,70018672,UPS,Expedited,Calgary-AB,2027-07-06,2027-07-09,14.99,Delivered
8003673,70018673,FedEx,Standard,Vancouver-BC,2027-07-03,2027-07-11,11.99,Delivered
8003674,70018674,Purolator,Express,Toronto-ON,2027-07-07,2027-07-09,19.99,Delivered
8003675,70018675,DHL,Standard,Chicago-IL,2027-07-04,2027-07-13,12.99,Delivered
8003676,70018676,Canada Post,Standard,Edmonton-AB,2027-07-08,2027-07-15,9.99,Delivered
8003677,70018677,UPS,Expedited,Calgary-AB,2027-07-09,2027-07-12,14.99,Delivered
8003678,70018678,FedEx,Standard,Vancouver-BC,2027-07-06,2027-07-14,11.99,Delivered
8003679,70018679,Purolator,Express,Toronto-ON,2027-07-10,2027-07-12,19.99,Delivered
8003680,70018680,DHL,Standard,Chicago-IL,2027-07-07,2027-07-16,12.99,Delivered
8003681,70018681,Canada Post,Standard,Edmonton-AB,2027-07-11,2027-07-18,9.99,Delivered
8003682,70018682,UPS,Expedited,Calgary-AB,2027-07-12,2027-07-15,14.99,Delivered
8003683,70018683,FedEx,Standard,Vancouver-BC,2027-07-09,2027-07-17,11.99,Delivered
8003684,70018684,Purolator,Express,Toronto-ON,2027-07-13,2027-07-15,19.99,Delivered
8003685,70018685,DHL,Standard,Chicago-IL,2027-07-10,2027-07-19,12.99,Delivered
8003686,70018686,Canada Post,Standard,Edmonton-AB,2027-07-14,2027-07-21,9.99,Delivered
8003687,70018687,UPS,Expedited,Calgary-AB,2027-07-15,2027-07-18,14.99,Delivered
8003688,70018688,FedEx,Standard,Vancouver-BC,2027-07-12,2027-07-20,11.99,Delivered
8003689,70018689,Purolator,Express,Toronto-ON,2027-07-16,2027-07-18,19.99,Delivered
8003690,70018690,DHL,Standard,Chicago-IL,2027-07-13,2027-07-22,12.99,Delivered
8003691,70018691,Canada Post,Standard,Edmonton-AB,2027-07-17,2027-07-24,9.99,Delivered
8003692,70018692,UPS,Expedited,Calgary-AB,2027-07-18,2027-07-21,14.99,Delivered
8003693,70018693,FedEx,Standard,Vancouver-BC,2027-07-15,2027-07-23,11.99,Delivered
8003694,70018694,Purolator,Express,Toronto-ON,2027-07-19,2027-07-21,19.99,Delivered
8003695,70018695,DHL,Standard,Chicago-IL,2027-07-16,2027-07-25,12.99,Delivered
8003696,70018696,Canada Post,Standard,Edmonton-AB,2027-07-20,2027-07-27,9.99,Delivered
8003697,70018697,UPS,Expedited,Calgary-AB,2027-07-21,2027-07-24,14.99,Delivered
8003698,70018698,FedEx,Standard,Vancouver-BC,2027-07-18,2027-07-26,11.99,Delivered
8003699,70018699,Purolator,Express,Toronto-ON,2027-07-22,2027-07-24,19.99,Delivered
8003700,70018700,DHL,Standard,Chicago-IL,2027-07-19,2027-07-28,12.99,Delivered
8003701,70018701,Canada Post,Standard,Edmonton-AB,2027-07-20,2027-07-27,9.99,Delivered
8003702,70018702,UPS,Expedited,Calgary-AB,2027-07-21,2027-07-24,14.99,Delivered
8003703,70018703,FedEx,Standard,Vancouver-BC,2027-07-18,2027-07-26,11.99,Delivered
8003704,70018704,Purolator,Express,Toronto-ON,2027-07-22,2027-07-24,19.99,Delivered
8003705,70018705,DHL,Standard,Chicago-IL,2027-07-19,2027-07-28,12.99,Delivered
8003706,70018706,Canada Post,Standard,Edmonton-AB,2027-07-23,2027-07-30,9.99,Delivered
8003707,70018707,UPS,Expedited,Calgary-AB,2027-07-24,2027-07-27,14.99,Delivered
8003708,70018708,FedEx,Standard,Vancouver-BC,2027-07-21,2027-07-29,11.99,Delivered
8003709,70018709,Purolator,Express,Toronto-ON,2027-07-25,2027-07-27,19.99,Delivered
8003710,70018710,DHL,Standard,Chicago-IL,2027-07-22,2027-07-31,12.99,Delivered
8003711,70018711,Canada Post,Standard,Edmonton-AB,2027-07-26,2027-08-02,9.99,Delivered
8003712,70018712,UPS,Expedited,Calgary-AB,2027-07-27,2027-07-30,14.99,Delivered
8003713,70018713,FedEx,Standard,Vancouver-BC,2027-07-24,2027-08-01,11.99,Delivered
8003714,70018714,Purolator,Express,Toronto-ON,2027-07-28,2027-07-30,19.99,Delivered
8003715,70018715,DHL,Standard,Chicago-IL,2027-07-25,2027-08-03,12.99,Delivered
8003716,70018716,Canada Post,Standard,Edmonton-AB,2027-07-29,2027-08-05,9.99,Delivered
8003717,70018717,UPS,Expedited,Calgary-AB,2027-07-30,2027-08-02,14.99,Delivered
8003718,70018718,FedEx,Standard,Vancouver-BC,2027-07-27,2027-08-04,11.99,Delivered
8003719,70018719,Purolator,Express,Toronto-ON,2027-07-31,2027-08-02,19.99,Delivered
8003720,70018720,DHL,Standard,Chicago-IL,2027-07-28,2027-08-06,12.99,Delivered
8003721,70018721,Canada Post,Standard,Edmonton-AB,2027-08-01,2027-08-08,9.99,Delivered
8003722,70018722,UPS,Expedited,Calgary-AB,2027-08-02,2027-08-05,14.99,Delivered
8003723,70018723,FedEx,Standard,Vancouver-BC,2027-07-30,2027-08-07,11.99,Delivered
8003724,70018724,Purolator,Express,Toronto-ON,2027-08-03,2027-08-05,19.99,Delivered
8003725,70018725,DHL,Standard,Chicago-IL,2027-07-31,2027-08-09,12.99,Delivered
8003726,70018726,Canada Post,Standard,Edmonton-AB,2027-08-04,2027-08-11,9.99,Delivered
8003727,70018727,UPS,Expedited,Calgary-AB,2027-08-05,2027-08-08,14.99,Delivered
8003728,70018728,FedEx,Standard,Vancouver-BC,2027-08-02,2027-08-10,11.99,Delivered
8003729,70018729,Purolator,Express,Toronto-ON,2027-08-06,2027-08-08,19.99,Delivered
8003730,70018730,DHL,Standard,Chicago-IL,2027-08-03,2027-08-12,12.99,Delivered
8003731,70018731,Canada Post,Standard,Edmonton-AB,2027-08-07,2027-08-14,9.99,Delivered
8003732,70018732,UPS,Expedited,Calgary-AB,2027-08-08,2027-08-11,14.99,Delivered
8003733,70018733,FedEx,Standard,Vancouver-BC,2027-08-05,2027-08-13,11.99,Delivered
8003734,70018734,Purolator,Express,Toronto-ON,2027-08-09,2027-08-11,19.99,Delivered
8003735,70018735,DHL,Standard,Chicago-IL,2027-08-06,2027-08-15,12.99,Delivered
8003736,70018736,Canada Post,Standard,Edmonton-AB,2027-08-10,2027-08-17,9.99,Delivered
8003737,70018737,UPS,Expedited,Calgary-AB,2027-08-11,2027-08-14,14.99,Delivered
8003738,70018738,FedEx,Standard,Vancouver-BC,2027-08-08,2027-08-16,11.99,Delivered
8003739,70018739,Purolator,Express,Toronto-ON,2027-08-12,2027-08-14,19.99,Delivered
8003740,70018740,DHL,Standard,Chicago-IL,2027-08-09,2027-08-18,12.99,Delivered
8003741,70018741,Canada Post,Standard,Edmonton-AB,2027-08-13,2027-08-20,9.99,Delivered
8003742,70018742,UPS,Expedited,Calgary-AB,2027-08-14,2027-08-17,14.99,Delivered
8003743,70018743,FedEx,Standard,Vancouver-BC,2027-08-11,2027-08-19,11.99,Delivered
8003744,70018744,Purolator,Express,Toronto-ON,2027-08-15,2027-08-17,19.99,Delivered
8003745,70018745,DHL,Standard,Chicago-IL,2027-08-12,2027-08-21,12.99,Delivered
8003746,70018746,Canada Post,Standard,Edmonton-AB,2027-08-16,2027-08-23,9.99,Delivered
8003747,70018747,UPS,Expedited,Calgary-AB,2027-08-17,2027-08-20,14.99,Delivered
8003748,70018748,FedEx,Standard,Vancouver-BC,2027-08-14,2027-08-22,11.99,Delivered
8003749,70018749,Purolator,Express,Toronto-ON,2027-08-18,2027-08-20,19.99,Delivered
8003750,70018750,DHL,Standard,Chicago-IL,2027-08-15,2027-08-24,12.99,Delivered
8003751,70018751,Canada Post,Standard,Edmonton-AB,2027-08-17,2027-08-24,9.99,Delivered
8003752,70018752,UPS,Expedited,Calgary-AB,2027-08-18,2027-08-21,14.99,Delivered
8003753,70018753,FedEx,Standard,Vancouver-BC,2027-08-15,2027-08-23,11.99,Delivered
8003754,70018754,Purolator,Express,Toronto-ON,2027-08-19,2027-08-21,19.99,Delivered
8003755,70018755,DHL,Standard,Chicago-IL,2027-08-16,2027-08-25,12.99,Delivered
8003756,70018756,Canada Post,Standard,Edmonton-AB,2027-08-20,2027-08-27,9.99,Delivered
8003757,70018757,UPS,Expedited,Calgary-AB,2027-08-21,2027-08-24,14.99,Delivered
